IND,VIU,Location,Year,HOUSE_ID
18391928,VIU,SFLL,1839,742
18391927,VIU,SFLL,1839,742
18391926,VIU,SFLL,1839,742
18391925,VIU,SFLL,1839,742
18892939,VIU,SFLL,1889,605
18892938,VIU,SFLL,1889,605
18892937,VIU,SFLL,1889,605
18892936,VIU,SFLL,1889,605
18892935,VIU,SFLL,1889,605
18391942,VIU,SFLL,1839,744
18391941,VIU,SFLL,1839,744
18391940,VIU,SFLL,1839,744
18391939,VIU,SFLL,1839,744
18391938,VIU,SFLL,1839,744
18812854,VIU,SFLL,1881,609
18812853,VIU,SFLL,1881,609
18812852,VIU,SFLL,1881,609
18812851,VIU,SFLL,1881,609
18812850,VIU,SFLL,1881,609
18892942,VIU,SFLL,1889,606
18892941,VIU,SFLL,1889,606
18892940,VIU,SFLL,1889,606
18812846,VIU,SFLL,1881,607
18812845,VIU,SFLL,1881,607
18812844,VIU,SFLL,1881,607
18812843,VIU,SFLL,1881,607
18812842,VIU,SFLL,1881,607
18812841,VIU,SFLL,1881,607
18812849,VIU,SFLL,1881,608
18812848,VIU,SFLL,1881,608
18812847,VIU,SFLL,1881,608
18812859,VIU,SFLL,1881,610
18812858,VIU,SFLL,1881,610
18812857,VIU,SFLL,1881,610
18812856,VIU,SFLL,1881,610
18812855,VIU,SFLL,1881,610
18892944,VIU,SFLL,1889,607
18892943,VIU,SFLL,1889,607
18812863,VIU,SFLL,1881,611
18812862,VIU,SFLL,1881,611
18812861,VIU,SFLL,1881,611
18812860,VIU,SFLL,1881,611
18892947,VIU,SFLL,1889,608
18892946,VIU,SFLL,1889,608
18892945,VIU,SFLL,1889,608
18812868,VIU,SFLL,1881,612
18812867,VIU,SFLL,1881,612
18812866,VIU,SFLL,1881,612
18812865,VIU,SFLL,1881,612
18812864,VIU,SFLL,1881,612
18892949,VIU,SFLL,1889,609
18892948,VIU,SFLL,1889,609
18812870,VIU,SFLL,1881,613
18812869,VIU,SFLL,1881,613
18892953,VIU,SFLL,1889,610
18892952,VIU,SFLL,1889,610
18892951,VIU,SFLL,1889,610
18892950,VIU,SFLL,1889,610
18812878,VIU,SFLL,1881,614
18812877,VIU,SFLL,1881,614
18812876,VIU,SFLL,1881,614
18812875,VIU,SFLL,1881,614
18812874,VIU,SFLL,1881,614
18812873,VIU,SFLL,1881,614
18812872,VIU,SFLL,1881,614
18812871,VIU,SFLL,1881,614
18892959,VIU,SFLL,1889,612
18892958,VIU,SFLL,1889,612
18892957,VIU,SFLL,1889,611
18892956,VIU,SFLL,1889,611
18892955,VIU,SFLL,1889,611
18892954,VIU,SFLL,1889,611
18330880,VIU,SFLL,1833,181
18330879,VIU,SFLL,1833,181
18330878,VIU,SFLL,1833,181
18330877,VIU,SFLL,1833,181
18330876,VIU,SFLL,1833,181
18330875,VIU,SFLL,1833,181
18330874,VIU,SFLL,1833,181
18330873,VIU,SFLL,1833,181
18330887,VIU,SFLL,1833,182
18330886,VIU,SFLL,1833,182
18330885,VIU,SFLL,1833,182
18330884,VIU,SFLL,1833,182
18330883,VIU,SFLL,1833,182
18330882,VIU,SFLL,1833,182
18330881,VIU,SFLL,1833,182
18330893,VIU,SFLL,1833,184
18330892,VIU,SFLL,1833,184
18330891,VIU,SFLL,1833,184
18330890,VIU,SFLL,1833,184
18330901,VIU,SFLL,1833,186
18330900,VIU,SFLL,1833,186
18330899,VIU,SFLL,1833,186
18330898,VIU,SFLL,1833,186
18330897,VIU,SFLL,1833,186
18330906,VIU,SFLL,1833,188
18330905,VIU,SFLL,1833,188
18330904,VIU,SFLL,1833,188
18330920,VIU,SFLL,1833,190
18330919,VIU,SFLL,1833,190
18330918,VIU,SFLL,1833,190
18330917,VIU,SFLL,1833,190
18330916,VIU,SFLL,1833,190
18330915,VIU,SFLL,1833,190
18330914,VIU,SFLL,1833,190
18330927,VIU,SFLL,1833,192
18330926,VIU,SFLL,1833,192
18330925,VIU,SFLL,1833,192
18330937,VIU,SFLL,1833,193
18330936,VIU,SFLL,1833,193
18330935,VIU,SFLL,1833,193
18330934,VIU,SFLL,1833,193
18330933,VIU,SFLL,1833,193
18330932,VIU,SFLL,1833,193
18330931,VIU,SFLL,1833,193
18330930,VIU,SFLL,1833,193
18330929,VIU,SFLL,1833,193
18330928,VIU,SFLL,1833,193
18330940,VIU,SFLL,1833,194
18330939,VIU,SFLL,1833,194
18330938,VIU,SFLL,1833,194
18330962,VIU,SFLL,1833,197
18330961,VIU,SFLL,1833,197
18330960,VIU,SFLL,1833,197
18330959,VIU,SFLL,1833,197
18330958,VIU,SFLL,1833,197
18330957,VIU,SFLL,1833,197
18330956,VIU,SFLL,1833,197
18330955,VIU,SFLL,1833,197
18330964,VIU,SFLL,1833,198
18330963,VIU,SFLL,1833,198
18330969,VIU,SFLL,1833,200
18330968,VIU,SFLL,1833,200
18330967,VIU,SFLL,1833,200
18330990,VIU,SFLL,1833,204
18330996,VIU,SFLL,1833,205
18330995,VIU,SFLL,1833,205
18330994,VIU,SFLL,1833,205
18330993,VIU,SFLL,1833,205
18330992,VIU,SFLL,1833,205
18330991,VIU,SFLL,1833,205
18331006,VIU,SFLL,1833,207
18331005,VIU,SFLL,1833,207
18331004,VIU,SFLL,1833,207
18331003,VIU,SFLL,1833,207
18331002,VIU,SFLL,1833,207
18331001,VIU,SFLL,1833,207
18331012,VIU,SFLL,1833,208
18331011,VIU,SFLL,1833,208
18331010,VIU,SFLL,1833,208
18331009,VIU,SFLL,1833,208
18331008,VIU,SFLL,1833,208
18331007,VIU,SFLL,1833,208
18331017,VIU,SFLL,1833,209
18331016,VIU,SFLL,1833,209
18331015,VIU,SFLL,1833,209
18331014,VIU,SFLL,1833,209
18331013,VIU,SFLL,1833,209
18331029,VIU,SFLL,1833,210
18331028,VIU,SFLL,1833,210
18331027,VIU,SFLL,1833,210
18331026,VIU,SFLL,1833,210
18331025,VIU,SFLL,1833,210
18331024,VIU,SFLL,1833,210
18331023,VIU,SFLL,1833,210
18331022,VIU,SFLL,1833,210
18331021,VIU,SFLL,1833,210
18331020,VIU,SFLL,1833,210
18331019,VIU,SFLL,1833,210
18331018,VIU,SFLL,1833,210
18330889,VIU,SFLL,1833,183
18330888,VIU,SFLL,1833,183
18330896,VIU,SFLL,1833,185
18330895,VIU,SFLL,1833,185
18330894,VIU,SFLL,1833,185
18330903,VIU,SFLL,1833,187
18330902,VIU,SFLL,1833,187
18330913,VIU,SFLL,1833,189
18330912,VIU,SFLL,1833,189
18330911,VIU,SFLL,1833,189
18330910,VIU,SFLL,1833,189
18330909,VIU,SFLL,1833,189
18330908,VIU,SFLL,1833,189
18330907,VIU,SFLL,1833,189
18330924,VIU,SFLL,1833,191
18330923,VIU,SFLL,1833,191
18330922,VIU,SFLL,1833,191
18330921,VIU,SFLL,1833,191
18330945,VIU,SFLL,1833,195
18330944,VIU,SFLL,1833,195
18330943,VIU,SFLL,1833,195
18330942,VIU,SFLL,1833,195
18330941,VIU,SFLL,1833,195
18330954,VIU,SFLL,1833,196
18330953,VIU,SFLL,1833,196
18330952,VIU,SFLL,1833,196
18330951,VIU,SFLL,1833,196
18330950,VIU,SFLL,1833,196
18330949,VIU,SFLL,1833,196
18330948,VIU,SFLL,1833,196
18330947,VIU,SFLL,1833,196
18330946,VIU,SFLL,1833,196
18330966,VIU,SFLL,1833,199
18330965,VIU,SFLL,1833,199
18330974,VIU,SFLL,1833,201
18330973,VIU,SFLL,1833,201
18330972,VIU,SFLL,1833,201
18330971,VIU,SFLL,1833,201
18330970,VIU,SFLL,1833,201
18330983,VIU,SFLL,1833,202
18330982,VIU,SFLL,1833,202
18330981,VIU,SFLL,1833,202
18330980,VIU,SFLL,1833,202
18330979,VIU,SFLL,1833,202
18330978,VIU,SFLL,1833,202
18330977,VIU,SFLL,1833,202
18330976,VIU,SFLL,1833,202
18330975,VIU,SFLL,1833,202
18330989,VIU,SFLL,1833,203
18330988,VIU,SFLL,1833,203
18330987,VIU,SFLL,1833,203
18330986,VIU,SFLL,1833,203
18330985,VIU,SFLL,1833,203
18330984,VIU,SFLL,1833,203
18331000,VIU,SFLL,1833,206
18330999,VIU,SFLL,1833,206
18330998,VIU,SFLL,1833,206
18330997,VIU,SFLL,1833,206
18331038,VIU,SFLL,1833,211
18331037,VIU,SFLL,1833,211
18331036,VIU,SFLL,1833,211
18331035,VIU,SFLL,1833,211
18331034,VIU,SFLL,1833,211
18331033,VIU,SFLL,1833,211
18331032,VIU,SFLL,1833,211
18331031,VIU,SFLL,1833,211
18331030,VIU,SFLL,1833,211
18391498,VIU,SFLL,1839,654
18391497,VIU,SFLL,1839,654
18331042,VIU,SFLL,1833,212
18331041,VIU,SFLL,1833,212
18331040,VIU,SFLL,1833,212
18331039,VIU,SFLL,1833,212
18391504,VIU,SFLL,1839,655
18391503,VIU,SFLL,1839,655
18391502,VIU,SFLL,1839,655
18391501,VIU,SFLL,1839,655
18391500,VIU,SFLL,1839,655
18391499,VIU,SFLL,1839,655
18391510,VIU,SFLL,1839,656
18391509,VIU,SFLL,1839,656
18391508,VIU,SFLL,1839,656
18391507,VIU,SFLL,1839,656
18391506,VIU,SFLL,1839,656
18391505,VIU,SFLL,1839,656
18331044,VIU,SFLL,1833,213
18331043,VIU,SFLL,1833,213
18331054,VIU,SFLL,1833,214
18331053,VIU,SFLL,1833,214
18331052,VIU,SFLL,1833,214
18331051,VIU,SFLL,1833,214
18331050,VIU,SFLL,1833,214
18331049,VIU,SFLL,1833,214
18331048,VIU,SFLL,1833,214
18331047,VIU,SFLL,1833,214
18331046,VIU,SFLL,1833,214
18331045,VIU,SFLL,1833,214
18391520,VIU,SFLL,1839,657
18391519,VIU,SFLL,1839,657
18391518,VIU,SFLL,1839,657
18391517,VIU,SFLL,1839,657
18391516,VIU,SFLL,1839,657
18391515,VIU,SFLL,1839,657
18391514,VIU,SFLL,1839,657
18391513,VIU,SFLL,1839,657
18391512,VIU,SFLL,1839,657
18391511,VIU,SFLL,1839,657
18331055,VIU,SFLL,1833,215
18331071,VIU,SFLL,1833,220
18331070,VIU,SFLL,1833,220
18331069,VIU,SFLL,1833,220
18331078,VIU,SFLL,1833,222
18331077,VIU,SFLL,1833,222
18331076,VIU,SFLL,1833,222
18331075,VIU,SFLL,1833,222
18331074,VIU,SFLL,1833,222
18391533,VIU,SFLL,1839,661
18391532,VIU,SFLL,1839,661
18391531,VIU,SFLL,1839,661
18391530,VIU,SFLL,1839,661
18391529,VIU,SFLL,1839,661
18331059,VIU,SFLL,1833,216
18331058,VIU,SFLL,1833,216
18331057,VIU,SFLL,1833,216
18331056,VIU,SFLL,1833,216
18391525,VIU,SFLL,1839,658
18391524,VIU,SFLL,1839,658
18391523,VIU,SFLL,1839,658
18391522,VIU,SFLL,1839,658
18391521,VIU,SFLL,1839,658
18331063,VIU,SFLL,1833,217
18331062,VIU,SFLL,1833,217
18331061,VIU,SFLL,1833,217
18331060,VIU,SFLL,1833,217
18391527,VIU,SFLL,1839,659
18391526,VIU,SFLL,1839,659
18331065,VIU,SFLL,1833,218
18331064,VIU,SFLL,1833,218
18331073,VIU,SFLL,1833,221
18331072,VIU,SFLL,1833,221
18331121,VIU,SFLL,1833,230
18331123,VIU,SFLL,1833,231
18331122,VIU,SFLL,1833,231
18331068,VIU,SFLL,1833,219
18331067,VIU,SFLL,1833,219
18331066,VIU,SFLL,1833,219
18391528,VIU,SFLL,1839,660
18331085,VIU,SFLL,1833,223
18331084,VIU,SFLL,1833,223
18331083,VIU,SFLL,1833,223
18331082,VIU,SFLL,1833,223
18331081,VIU,SFLL,1833,223
18331080,VIU,SFLL,1833,223
18331079,VIU,SFLL,1833,223
18391539,VIU,SFLL,1839,662
18391538,VIU,SFLL,1839,662
18391537,VIU,SFLL,1839,662
18391536,VIU,SFLL,1839,662
18391535,VIU,SFLL,1839,662
18391534,VIU,SFLL,1839,662
18331090,VIU,SFLL,1833,224
18331089,VIU,SFLL,1833,224
18331088,VIU,SFLL,1833,224
18331087,VIU,SFLL,1833,224
18331086,VIU,SFLL,1833,224
18391545,VIU,SFLL,1839,663
18391544,VIU,SFLL,1839,663
18391543,VIU,SFLL,1839,663
18391542,VIU,SFLL,1839,663
18391541,VIU,SFLL,1839,663
18391540,VIU,SFLL,1839,663
18331094,VIU,SFLL,1833,225
18331093,VIU,SFLL,1833,225
18331092,VIU,SFLL,1833,225
18331091,VIU,SFLL,1833,225
18391551,VIU,SFLL,1839,664
18391550,VIU,SFLL,1839,664
18391549,VIU,SFLL,1839,664
18391548,VIU,SFLL,1839,664
18391547,VIU,SFLL,1839,664
18391546,VIU,SFLL,1839,664
18331100,VIU,SFLL,1833,226
18331099,VIU,SFLL,1833,226
18331098,VIU,SFLL,1833,226
18331097,VIU,SFLL,1833,226
18331096,VIU,SFLL,1833,226
18331095,VIU,SFLL,1833,226
18331107,VIU,SFLL,1833,227
18331106,VIU,SFLL,1833,227
18331105,VIU,SFLL,1833,227
18331104,VIU,SFLL,1833,227
18331103,VIU,SFLL,1833,227
18331102,VIU,SFLL,1833,227
18331101,VIU,SFLL,1833,227
18391558,VIU,SFLL,1839,666
18391557,VIU,SFLL,1839,666
18391556,VIU,SFLL,1839,666
18331114,VIU,SFLL,1833,228
18331113,VIU,SFLL,1833,228
18331112,VIU,SFLL,1833,228
18331111,VIU,SFLL,1833,228
18331110,VIU,SFLL,1833,228
18331109,VIU,SFLL,1833,228
18331108,VIU,SFLL,1833,228
18331131,VIU,SFLL,1833,233
18331130,VIU,SFLL,1833,233
18331129,VIU,SFLL,1833,233
18331128,VIU,SFLL,1833,233
18391581,VIU,SFLL,1839,671
18391580,VIU,SFLL,1839,671
18391579,VIU,SFLL,1839,671
18391578,VIU,SFLL,1839,671
18391577,VIU,SFLL,1839,671
18331120,VIU,SFLL,1833,229
18331119,VIU,SFLL,1833,229
18331118,VIU,SFLL,1833,229
18331117,VIU,SFLL,1833,229
18331116,VIU,SFLL,1833,229
18331115,VIU,SFLL,1833,229
18391567,VIU,SFLL,1839,668
18391566,VIU,SFLL,1839,668
18391565,VIU,SFLL,1839,668
18391564,VIU,SFLL,1839,668
18391563,VIU,SFLL,1839,668
18331127,VIU,SFLL,1833,232
18331126,VIU,SFLL,1833,232
18331125,VIU,SFLL,1833,232
18331124,VIU,SFLL,1833,232
18391576,VIU,SFLL,1839,670
18391575,VIU,SFLL,1839,670
18391574,VIU,SFLL,1839,670
18391573,VIU,SFLL,1839,670
18331133,VIU,SFLL,1833,234
18331132,VIU,SFLL,1833,234
18391588,VIU,SFLL,1839,672
18391587,VIU,SFLL,1839,672
18391586,VIU,SFLL,1839,672
18391585,VIU,SFLL,1839,672
18391584,VIU,SFLL,1839,672
18391583,VIU,SFLL,1839,672
18391582,VIU,SFLL,1839,672
18331134,VIU,SFLL,1833,235
18331140,VIU,SFLL,1833,236
18331139,VIU,SFLL,1833,236
18331138,VIU,SFLL,1833,236
18331137,VIU,SFLL,1833,236
18331136,VIU,SFLL,1833,236
18331135,VIU,SFLL,1833,236
18331149,VIU,SFLL,1833,237
18331148,VIU,SFLL,1833,237
18331147,VIU,SFLL,1833,237
18331146,VIU,SFLL,1833,237
18331145,VIU,SFLL,1833,237
18331144,VIU,SFLL,1833,237
18331143,VIU,SFLL,1833,237
18331142,VIU,SFLL,1833,237
18331141,VIU,SFLL,1833,237
18331155,VIU,SFLL,1833,238
18331154,VIU,SFLL,1833,238
18331153,VIU,SFLL,1833,238
18331152,VIU,SFLL,1833,238
18331151,VIU,SFLL,1833,238
18331150,VIU,SFLL,1833,238
18331156,VIU,SFLL,1833,239
18331159,VIU,SFLL,1833,240
18331158,VIU,SFLL,1833,240
18331157,VIU,SFLL,1833,240
18331166,VIU,SFLL,1833,241
18331165,VIU,SFLL,1833,241
18331164,VIU,SFLL,1833,241
18331163,VIU,SFLL,1833,241
18331162,VIU,SFLL,1833,241
18331161,VIU,SFLL,1833,241
18331160,VIU,SFLL,1833,241
18331170,VIU,SFLL,1833,242
18331169,VIU,SFLL,1833,242
18331168,VIU,SFLL,1833,242
18331167,VIU,SFLL,1833,242
18391562,VIU,SFLL,1839,667
18391561,VIU,SFLL,1839,667
18391560,VIU,SFLL,1839,667
18391559,VIU,SFLL,1839,667
18391572,VIU,SFLL,1839,669
18391571,VIU,SFLL,1839,669
18391570,VIU,SFLL,1839,669
18391569,VIU,SFLL,1839,669
18391568,VIU,SFLL,1839,669
18331175,VIU,SFLL,1833,243
18331174,VIU,SFLL,1833,243
18331173,VIU,SFLL,1833,243
18331172,VIU,SFLL,1833,243
18331171,VIU,SFLL,1833,243
18781459,VIU,SFLL,1878,354
18781458,VIU,SFLL,1878,354
18781457,VIU,SFLL,1878,354
18781456,VIU,SFLL,1878,354
18781455,VIU,SFLL,1878,354
18781454,VIU,SFLL,1878,354
18781453,VIU,SFLL,1878,354
18781461,VIU,SFLL,1878,355
18781460,VIU,SFLL,1878,355
18331177,VIU,SFLL,1833,244
18331176,VIU,SFLL,1833,244
18781465,VIU,SFLL,1878,356
18781464,VIU,SFLL,1878,356
18781463,VIU,SFLL,1878,356
18781462,VIU,SFLL,1878,356
18811853,VIU,SFLL,1881,410
18811852,VIU,SFLL,1881,410
18811851,VIU,SFLL,1881,410
18811850,VIU,SFLL,1881,410
18331181,VIU,SFLL,1833,245
18331180,VIU,SFLL,1833,245
18331179,VIU,SFLL,1833,245
18331178,VIU,SFLL,1833,245
18781466,VIU,SFLL,1878,357
18781469,VIU,SFLL,1878,358
18781468,VIU,SFLL,1878,358
18781467,VIU,SFLL,1878,358
18782739,VIU,SFLL,1878,668
18782738,VIU,SFLL,1878,668
18782737,VIU,SFLL,1878,668
18782736,VIU,SFLL,1878,668
18782735,VIU,SFLL,1878,668
18782734,VIU,SFLL,1878,668
18811857,VIU,SFLL,1881,411
18811856,VIU,SFLL,1881,411
18811855,VIU,SFLL,1881,411
18811854,VIU,SFLL,1881,411
18891927,VIU,SFLL,1889,397
18891926,VIU,SFLL,1889,397
18891925,VIU,SFLL,1889,397
18891924,VIU,SFLL,1889,397
18331184,VIU,SFLL,1833,246
18331183,VIU,SFLL,1833,246
18331182,VIU,SFLL,1833,246
18331192,VIU,SFLL,1833,247
18331191,VIU,SFLL,1833,247
18331190,VIU,SFLL,1833,247
18331189,VIU,SFLL,1833,247
18331188,VIU,SFLL,1833,247
18331187,VIU,SFLL,1833,247
18331186,VIU,SFLL,1833,247
18331185,VIU,SFLL,1833,247
18781474,VIU,SFLL,1878,359
18781473,VIU,SFLL,1878,359
18781472,VIU,SFLL,1878,359
18781471,VIU,SFLL,1878,359
18781470,VIU,SFLL,1878,359
18781480,VIU,SFLL,1878,360
18781479,VIU,SFLL,1878,360
18781478,VIU,SFLL,1878,360
18781477,VIU,SFLL,1878,360
18781476,VIU,SFLL,1878,360
18781475,VIU,SFLL,1878,360
18781483,VIU,SFLL,1878,361
18781482,VIU,SFLL,1878,361
18781481,VIU,SFLL,1878,361
18811885,VIU,SFLL,1881,416
18891929,VIU,SFLL,1889,398
18891928,VIU,SFLL,1889,398
18331194,VIU,SFLL,1833,248
18331193,VIU,SFLL,1833,248
18331199,VIU,SFLL,1833,249
18331198,VIU,SFLL,1833,249
18331197,VIU,SFLL,1833,249
18331196,VIU,SFLL,1833,249
18331195,VIU,SFLL,1833,249
18331210,VIU,SFLL,1833,253
18331209,VIU,SFLL,1833,253
18331208,VIU,SFLL,1833,253
18331233,VIU,SFLL,1833,258
18331232,VIU,SFLL,1833,258
18331231,VIU,SFLL,1833,258
18331230,VIU,SFLL,1833,258
18331229,VIU,SFLL,1833,258
18331228,VIU,SFLL,1833,258
18331227,VIU,SFLL,1833,258
18331240,VIU,SFLL,1833,260
18331239,VIU,SFLL,1833,260
18331238,VIU,SFLL,1833,260
18331237,VIU,SFLL,1833,260
18331242,VIU,SFLL,1833,261
18331241,VIU,SFLL,1833,261
18781550,VIU,SFLL,1878,380
18781549,VIU,SFLL,1878,380
18781593,VIU,SFLL,1878,388
18781592,VIU,SFLL,1878,388
18781591,VIU,SFLL,1878,388
18331203,VIU,SFLL,1833,250
18331202,VIU,SFLL,1833,250
18331201,VIU,SFLL,1833,250
18331200,VIU,SFLL,1833,250
18781489,VIU,SFLL,1878,362
18781488,VIU,SFLL,1878,362
18781487,VIU,SFLL,1878,362
18781486,VIU,SFLL,1878,362
18781485,VIU,SFLL,1878,362
18781484,VIU,SFLL,1878,362
18811900,VIU,SFLL,1881,418
18811899,VIU,SFLL,1881,418
18811898,VIU,SFLL,1881,418
18811897,VIU,SFLL,1881,418
18331204,VIU,SFLL,1833,251
18781490,VIU,SFLL,1878,363
18781494,VIU,SFLL,1878,364
18781493,VIU,SFLL,1878,364
18781492,VIU,SFLL,1878,364
18781491,VIU,SFLL,1878,364
18781497,VIU,SFLL,1878,365
18781496,VIU,SFLL,1878,365
18781495,VIU,SFLL,1878,365
18811904,VIU,SFLL,1881,419
18811903,VIU,SFLL,1881,419
18811902,VIU,SFLL,1881,419
18811901,VIU,SFLL,1881,419
18891933,VIU,SFLL,1889,399
18891932,VIU,SFLL,1889,399
18891931,VIU,SFLL,1889,399
18891930,VIU,SFLL,1889,399
18331207,VIU,SFLL,1833,252
18331206,VIU,SFLL,1833,252
18331205,VIU,SFLL,1833,252
18892036,VIU,SFLL,1889,424
18892035,VIU,SFLL,1889,424
18892034,VIU,SFLL,1889,424
18892033,VIU,SFLL,1889,424
18892032,VIU,SFLL,1889,424
18892031,VIU,SFLL,1889,424
18892030,VIU,SFLL,1889,424
18892029,VIU,SFLL,1889,424
18331212,VIU,SFLL,1833,254
18331211,VIU,SFLL,1833,254
18811909,VIU,SFLL,1881,420
18811908,VIU,SFLL,1881,420
18811907,VIU,SFLL,1881,420
18811906,VIU,SFLL,1881,420
18811905,VIU,SFLL,1881,420
18891937,VIU,SFLL,1889,400
18891936,VIU,SFLL,1889,400
18891935,VIU,SFLL,1889,400
18891934,VIU,SFLL,1889,400
18331214,VIU,SFLL,1833,255
18331213,VIU,SFLL,1833,255
18892040,VIU,SFLL,1889,425
18892039,VIU,SFLL,1889,425
18892038,VIU,SFLL,1889,425
18892037,VIU,SFLL,1889,425
18331220,VIU,SFLL,1833,256
18331219,VIU,SFLL,1833,256
18331218,VIU,SFLL,1833,256
18331217,VIU,SFLL,1833,256
18331216,VIU,SFLL,1833,256
18331215,VIU,SFLL,1833,256
18781499,VIU,SFLL,1878,366
18781498,VIU,SFLL,1878,366
18811912,VIU,SFLL,1881,421
18811911,VIU,SFLL,1881,421
18811910,VIU,SFLL,1881,421
18891942,VIU,SFLL,1889,401
18891941,VIU,SFLL,1889,401
18891940,VIU,SFLL,1889,401
18891939,VIU,SFLL,1889,401
18891938,VIU,SFLL,1889,401
18331226,VIU,SFLL,1833,257
18331225,VIU,SFLL,1833,257
18331224,VIU,SFLL,1833,257
18331223,VIU,SFLL,1833,257
18331222,VIU,SFLL,1833,257
18331221,VIU,SFLL,1833,257
18892047,VIU,SFLL,1889,426
18892046,VIU,SFLL,1889,426
18892045,VIU,SFLL,1889,426
18892044,VIU,SFLL,1889,426
18892043,VIU,SFLL,1889,426
18892042,VIU,SFLL,1889,426
18892041,VIU,SFLL,1889,426
18331236,VIU,SFLL,1833,259
18331235,VIU,SFLL,1833,259
18331234,VIU,SFLL,1833,259
18331246,VIU,SFLL,1833,262
18331245,VIU,SFLL,1833,262
18331244,VIU,SFLL,1833,262
18331243,VIU,SFLL,1833,262
18781508,VIU,SFLL,1878,368
18781507,VIU,SFLL,1878,368
18781506,VIU,SFLL,1878,368
18781511,VIU,SFLL,1878,369
18781510,VIU,SFLL,1878,369
18781509,VIU,SFLL,1878,369
18811921,VIU,SFLL,1881,423
18811920,VIU,SFLL,1881,423
18811919,VIU,SFLL,1881,423
18811918,VIU,SFLL,1881,423
18891951,VIU,SFLL,1889,403
18891950,VIU,SFLL,1889,403
18891949,VIU,SFLL,1889,403
18891948,VIU,SFLL,1889,403
18331253,VIU,SFLL,1833,263
18331252,VIU,SFLL,1833,263
18331251,VIU,SFLL,1833,263
18331250,VIU,SFLL,1833,263
18331249,VIU,SFLL,1833,263
18331248,VIU,SFLL,1833,263
18331247,VIU,SFLL,1833,263
18781514,VIU,SFLL,1878,370
18781513,VIU,SFLL,1878,370
18781512,VIU,SFLL,1878,370
18811924,VIU,SFLL,1881,424
18811923,VIU,SFLL,1881,424
18811922,VIU,SFLL,1881,424
18892056,VIU,SFLL,1889,427
18892055,VIU,SFLL,1889,427
18892054,VIU,SFLL,1889,427
18892053,VIU,SFLL,1889,427
18892052,VIU,SFLL,1889,427
18892051,VIU,SFLL,1889,427
18892050,VIU,SFLL,1889,427
18892049,VIU,SFLL,1889,427
18892048,VIU,SFLL,1889,427
18331259,VIU,SFLL,1833,264
18331258,VIU,SFLL,1833,264
18331257,VIU,SFLL,1833,264
18331256,VIU,SFLL,1833,264
18331255,VIU,SFLL,1833,264
18331254,VIU,SFLL,1833,264
18811927,VIU,SFLL,1881,425
18811926,VIU,SFLL,1881,425
18811925,VIU,SFLL,1881,425
18891954,VIU,SFLL,1889,404
18891953,VIU,SFLL,1889,404
18891952,VIU,SFLL,1889,404
18331263,VIU,SFLL,1833,265
18331262,VIU,SFLL,1833,265
18331261,VIU,SFLL,1833,265
18331260,VIU,SFLL,1833,265
18781521,VIU,SFLL,1878,371
18781520,VIU,SFLL,1878,371
18781519,VIU,SFLL,1878,371
18781518,VIU,SFLL,1878,371
18781517,VIU,SFLL,1878,371
18781516,VIU,SFLL,1878,371
18781515,VIU,SFLL,1878,371
18811933,VIU,SFLL,1881,426
18811932,VIU,SFLL,1881,426
18811931,VIU,SFLL,1881,426
18811930,VIU,SFLL,1881,426
18811929,VIU,SFLL,1881,426
18811928,VIU,SFLL,1881,426
18892062,VIU,SFLL,1889,428
18892061,VIU,SFLL,1889,428
18892060,VIU,SFLL,1889,428
18892059,VIU,SFLL,1889,428
18892058,VIU,SFLL,1889,428
18892057,VIU,SFLL,1889,428
18331266,VIU,SFLL,1833,266
18331265,VIU,SFLL,1833,266
18331264,VIU,SFLL,1833,266
18781522,VIU,SFLL,1878,372
18781523,VIU,SFLL,1878,373
18891962,VIU,SFLL,1889,405
18891961,VIU,SFLL,1889,405
18891960,VIU,SFLL,1889,405
18891959,VIU,SFLL,1889,405
18891958,VIU,SFLL,1889,405
18891957,VIU,SFLL,1889,405
18891956,VIU,SFLL,1889,405
18891955,VIU,SFLL,1889,405
18331272,VIU,SFLL,1833,267
18331271,VIU,SFLL,1833,267
18331270,VIU,SFLL,1833,267
18331269,VIU,SFLL,1833,267
18331268,VIU,SFLL,1833,267
18331267,VIU,SFLL,1833,267
18781528,VIU,SFLL,1878,374
18781527,VIU,SFLL,1878,374
18781526,VIU,SFLL,1878,374
18781525,VIU,SFLL,1878,374
18781524,VIU,SFLL,1878,374
18811938,VIU,SFLL,1881,427
18811937,VIU,SFLL,1881,427
18811936,VIU,SFLL,1881,427
18811935,VIU,SFLL,1881,427
18811934,VIU,SFLL,1881,427
18892066,VIU,SFLL,1889,429
18892065,VIU,SFLL,1889,429
18892064,VIU,SFLL,1889,429
18892063,VIU,SFLL,1889,429
18331277,VIU,SFLL,1833,268
18331276,VIU,SFLL,1833,268
18331275,VIU,SFLL,1833,268
18331274,VIU,SFLL,1833,268
18331273,VIU,SFLL,1833,268
18781531,VIU,SFLL,1878,375
18781530,VIU,SFLL,1878,375
18781529,VIU,SFLL,1878,375
18811945,VIU,SFLL,1881,428
18811944,VIU,SFLL,1881,428
18811943,VIU,SFLL,1881,428
18811942,VIU,SFLL,1881,428
18811941,VIU,SFLL,1881,428
18811940,VIU,SFLL,1881,428
18811939,VIU,SFLL,1881,428
18331283,VIU,SFLL,1833,269
18331282,VIU,SFLL,1833,269
