ID_1,Relacio,Relacio_Harmonitzada,ID_2
18781779,null,esposa,18781780
18781779,jefe,jefe,18781779
18781784,null,null,18781788
18781784,null,fill,18781787
18781784,null,fill,18781786
18781784,null,fill,18781785
18781784,jefe,jefe,18781784
18781789,null,fill,18781793
18781789,null,fill,18781792
18781789,null,fill,18781791
18781789,null,esposa,18781790
18781789,jefe,jefe,18781789
18781794,null,fill,18781799
18781794,null,fill,18781798
18781794,null,fill,18781797
18781794,null,fill,18781796
18781794,null,esposa,18781795
18781794,jefe,jefe,18781794
18781800,null,altres,18781802
18781800,null,fill,18781801
18781800,jefe,jefe,18781800
18781803,null,fill,18781805
18781803,null,esposa,18781804
18781803,jefe,jefe,18781803
18781806,null,fill,18781810
18781806,null,fill,18781809
18781806,null,fill,18781808
18781806,null,esposa,18781807
18781806,jefe,jefe,18781806
18781811,null,altres,18781812
18781811,jefe,jefe,18781811
18781813,null,fill,18781818
18781813,null,fill,18781817
18781813,null,fill,18781816
18781813,null,fill,18781815
18781813,null,fill,18781814
18781813,jefe,jefe,18781813
18781819,null,fill,18781823
18781819,null,altres,18781822
18781819,null,fill,18781821
18781819,null,parents,18781820
18781819,jefe,jefe,18781819
18781824,null,cunyada,18781827
18781824,null,fill,18781826
18781824,null,esposa,18781825
18781824,jefe,jefe,18781824
18781828,null,fill,18781833
18781828,null,fill,18781832
18781828,null,fill,18781831
18781828,null,fill,18781830
18781828,null,esposa,18781829
18781828,jefe,jefe,18781828
18781834,null,null,18781838
18781834,null,jove,18781837
18781834,null,fill,18781836
18781834,null,esposa,18781835
18781834,jefe,jefe,18781834
18781840,null,fill,18781845
18781840,null,fill,18781844
18781840,null,fill,18781843
18781840,null,fill,18781842
18781840,null,esposa,18781841
18781840,jefe,jefe,18781840
18781846,null,fill,18781851
18781846,null,fill,18781850
18781846,null,fill,18781849
18781846,null,fill,18781848
18781846,null,fill,18781847
18781846,jefe,jefe,18781846
18781852,null,fill,18781854
18781852,null,esposa,18781853
18781852,jefe,jefe,18781852
18781855,null,fill,18781857
18781855,null,esposa,18781856
18781855,jefe,jefe,18781855
18781858,null,mare,18781861
18781858,null,fill,18781860
18781858,null,esposa,18781859
18781858,jefe,jefe,18781858
18781862,null,fill,18781866
18781862,null,fill,18781865
18781862,null,fill,18781864
18781862,null,esposa,18781863
18781862,jefe,jefe,18781862
18781867,null,fill_2,18781874
18781867,null,fill_2,18781873
18781867,null,esposa_2,18781872
18781867,null,jefe_2,18781871
18781867,null,fill,18781870
18781867,null,fill,18781869
18781867,null,esposa,18781868
18781867,jefe,jefe,18781867
18781875,null,altres,18781880
18781875,null,altres,18781879
18781875,null,fill,18781878
18781875,null,fill,18781877
18781875,null,esposa,18781876
18781875,jefe,jefe,18781875
18781881,null,fill,18781885
18781881,null,fill,18781884
18781881,null,fill,18781883
18781881,null,esposa,18781882
18781881,jefe,jefe,18781881
18781886,null,esposa,18781887
18781886,jefe,jefe,18781886
18781888,null,cunyada,18781892
18781888,null,sogre,18781891
18781888,null,fill,18781890
18781888,null,esposa,18781889
18781888,jefe,jefe,18781888
18781893,null,esposa_2,18781894
18781893,jefe,jefe,18781893
18781895,null,fill_2,18781897
18781895,null,fill_2,18781896
18781895,jefe,jefe,18781895
18781898,null,net,18781904
18781898,null,net,18781903
18781898,null,gendre,18781902
18781898,null,fill,18781901
18781898,null,fill,18781900
18781898,null,fill,18781899
18781898,jefe,jefe,18781898
18781905,null,altres,18781908
18781905,null,fill,18781907
18781905,null,fill,18781906
18781905,jefe,jefe,18781905
18781909,null,fill,18781912
18781909,null,fill,18781911
18781909,null,fill,18781910
18781909,jefe,jefe,18781909
18781913,null,net,18781919
18781913,null,net,18781918
18781913,null,net,18781917
18781913,null,gendre,18781916
18781913,null,fill,18781915
18781913,null,esposa,18781914
18781913,jefe,jefe,18781913
18781920,null,fill,18781922
18781920,null,esposa,18781921
18781920,jefe,jefe,18781920
18781923,null,altres,18781928
18781923,null,altres,18781927
18781923,null,altres,18781926
18781923,null,jefe,18781925
18781923,null,fill,18781924
18781923,jefe,jefe,18781923
18781929,null,parents,18781930
18781929,jefe,jefe,18781929
18781931,null,fill,18781936
18781931,null,fill,18781935
18781931,null,fill,18781934
18781931,null,fill,18781933
18781931,null,esposa,18781932
18781931,jefe,jefe,18781931
18781937,null,fill,18781945
18781937,null,fill,18781944
18781937,null,fill,18781943
18781937,null,fill,18781942
18781937,null,fill,18781941
18781937,null,fill,18781940
18781937,null,fill,18781939
18781937,null,esposa,18781938
18781937,jefe,jefe,18781937
18781946,null,cunyat,18781950
18781946,null,fill,18781949
18781946,null,fill,18781948
18781946,null,esposa,18781947
18781946,jefe,jefe,18781946
18781951,jefe,jefe,18781951
18781951,null,nebot,18781952
18781953,null,cunyada,18781962
18781953,null,sogre,18781961
18781953,null,fill,18781960
18781953,null,fill,18781959
18781953,null,fill,18781958
18781953,null,fill,18781957
18781953,null,fill,18781956
18781953,null,fill,18781955
18781953,null,esposa,18781954
18781953,jefe,jefe,18781953
18781963,null,fill,18781965
18781963,null,esposa,18781964
18781963,jefe,jefe,18781963
18781966,null,altres,18781969
18781966,null,fill,18781968
18781966,null,fill,18781967
18781966,jefe,jefe,18781966
18781970,null,parents,18781973
18781970,null,parents,18781972
18781970,null,esposa,18781971
18781970,jefe,jefe,18781970
18781974,jefe,jefe,18781974
18781975,null,esposa,18781976
18781975,jefe,jefe,18781975
18781977,null,esposa,18781978
18781977,jefe,jefe,18781977
18781979,jefe,jefe,18781979
18781979,null,sogre,18781981
18781979,null,fill,18781980
18781982,null,altres,18781984
18781982,null,altres,18781983
18781982,jefe,jefe,18781982
18781985,null,nebot,18781990
18781985,null,cunyada,18781989
18781985,null,fill,18781988
18781985,null,fill,18781987
18781985,null,esposa,18781986
18781985,jefe,jefe,18781985
18781991,null,fill,18781994
18781991,null,fill,18781993
18781991,null,esposa,18781992
18781991,jefe,jefe,18781991
18781995,null,fill,18782002
18781995,null,fill,18782001
18781995,null,fill,18782000
18781995,null,fill,18781999
18781995,null,fill,18781998
18781995,null,fill,18781997
18781995,null,esposa,18781996
18781995,jefe,jefe,18781995
18782007,null,net,18782008
18782007,jefe,jefe,18782007
18782007,null,fill,18782009
18782003,jefe,jefe,18782003
18782003,null,net,18782006
18782003,null,gendre,18782004
18782010,null,null,18782017
18782010,null,null,18782016
18782010,null,null,18782015
18782010,null,null,18782014
18782010,null,null,18782013
18782010,null,null,18782012
18782010,null,null,18782011
18782010,jefe,jefe,18782010
18782018,null,altres,18782022
18782018,null,fill,18782021
18782018,null,fill,18782020
18782018,null,esposa,18782019
18782018,jefe,jefe,18782018
18782023,null,esposa,18782024
18782023,jefe,jefe,18782023
18782025,null,fill,18782030
18782025,null,fill,18782029
18782025,null,fill,18782028
18782025,null,fill,18782027
18782025,null,esposa,18782026
18782025,jefe,jefe,18782025
18782031,null,esposa,18782032
18782031,jefe,jefe,18782031
18782033,null,germa,18782034
18782033,jefe,jefe,18782033
18782036,null,esposa,18782037
18782036,jefe,jefe,18782036
18782038,null,net,18782043
18782038,null,net,18782042
18782038,null,jove,18782041
18782038,null,fill,18782040
18782038,null,esposa,18782039
18782038,jefe,jefe,18782038
18782044,null,fill,18782048
18782044,null,fill,18782047
18782044,null,fill,18782046
18782044,null,esposa,18782045
18782044,jefe,jefe,18782044
18782049,null,fill,18782053
18782049,null,fill,18782052
18782049,null,fill,18782051
18782049,null,esposa,18782050
18782049,jefe,jefe,18782049
18782054,null,altres,18782056
18782054,null,esposa,18782055
18782054,jefe,jefe,18782054
18782057,null,esposa,18782058
18782057,jefe,jefe,18782057
18782059,null,altres,18782062
18782059,null,gendre,18782061
18782059,null,fill,18782060
18782059,jefe,jefe,18782059
18782063,null,net,18782069
18782063,null,net,18782068
18782063,null,net,18782067
18782063,null,jove,18782066
18782063,null,fill,18782065
18782063,null,fill,18782064
18782063,jefe,jefe,18782063
18782070,null,net,18782076
18782070,null,net,18782075
18782070,null,net,18782074
18782070,null,net,18782073
18782070,null,fill,18782072
18782070,null,gendre,18782071
18782070,jefe,jefe,18782070
18782077,null,fill,18782081
18782077,null,fill,18782080
18782077,null,fill,18782079
18782077,null,esposa,18782078
18782077,jefe,jefe,18782077
18782082,null,net,18782089
18782082,null,net,18782088
18782082,null,net,18782087
18782082,null,net,18782086
18782082,null,net,18782085
18782082,null,jove,18782084
18782082,null,fill,18782083
18782082,jefe,jefe,18782082
18782090,jefe,jefe,18782090
18782097,null,fill,18782103
18782097,null,fill,18782102
18782097,null,fill,18782101
18782097,null,fill,18782100
18782097,null,fill,18782099
18782097,null,esposa,18782098
18782097,jefe,jefe,18782097
18782104,null,altres,18782109
18782104,null,fill,18782108
18782104,null,fill,18782107
18782104,null,fill,18782106
18782104,null,esposa,18782105
18782104,jefe,jefe,18782104
18782110,null,fill,18782116
18782110,null,fill,18782115
18782110,null,fill,18782114
18782110,null,fill,18782113
18782110,null,fill,18782112
18782110,null,esposa,18782111
18782110,jefe,jefe,18782110
18782117,null,esposa,18782118
18782117,jefe,jefe,18782117
18782127,null,filla,18782130
18782127,null,filla,18782129
18782127,null,esposa,18782128
18782127,jefe,jefe,18782127
18782131,null,fill,18782135
18782131,null,fill,18782134
18782131,null,fill,18782133
18782131,null,esposa,18782132
18782131,jefe,jefe,18782131
18782136,null,esposa,18782137
18782136,jefe,jefe,18782136
18782138,null,parents,18782141
18782138,null,fill,18782140
18782138,null,esposa,18782139
18782138,jefe,jefe,18782138
18782142,null,fill,18782145
18782142,null,fill,18782144
18782142,null,fill,18782143
18782142,jefe,jefe,18782142
18782146,jefe,jefe,18782146
18782147,null,fill,18782150
18782147,null,fill,18782149
18782147,null,esposa,18782148
18782147,jefe,jefe,18782147
18782151,jefe,jefe,18782151
18782157,null,mare,18782162
18782157,null,germa,18782161
18782157,null,germa,18782160
18782157,null,germa,18782159
18782157,null,germa,18782158
18782157,jefe,jefe,18782157
18782163,null,mare,18782165
18782163,null,germa,18782164
18782163,jefe,jefe,18782163
18782166,null,pare,18782171
18782166,null,fill,18782170
18782166,null,fill,18782169
18782166,null,fill,18782168
18782166,null,esposa,18782167
18782166,jefe,jefe,18782166
18782172,null,parents,18782173
18782172,jefe,jefe,18782172
18782174,null,fill,18782179
18782174,null,fill,18782178
18782174,null,fill,18782177
18782174,null,fill,18782176
18782174,null,esposa,18782175
18782174,jefe,jefe,18782174
18782181,null,fill,18782185
18782181,null,fill,18782184
18782181,null,fill,18782183
18782181,null,esposa,18782182
18782181,jefe,jefe,18782181
18782186,null,fill,18782189
18782186,null,fill,18782188
18782186,null,esposa,18782187
18782186,jefe,jefe,18782186
18782190,null,fill,18782194
18782190,null,fill,18782193
18782190,null,fill,18782192
18782190,null,esposa,18782191
18782190,jefe,jefe,18782190
18782195,null,net,18782198
18782195,null,fill,18782197
18782195,null,esposa,18782196
18782195,jefe,jefe,18782195
18782199,null,fill,18782200
18782199,jefe,jefe,18782199
18782201,null,fill,18782203
18782201,null,esposa,18782202
18782201,jefe,jefe,18782201
18782204,null,fill,18782207
18782204,null,fill,18782206
18782204,null,fill,18782205
18782204,jefe,jefe,18782204
18782208,null,germa,18782211
18782208,null,nebot,18782213
18782208,null,nebot,18782212
18782208,null,germa,18782209
18782208,jefe,jefe,18782208
18782208,null,cunyat,18782210
18782214,null,fill,18782220
18782214,null,fill,18782219
18782214,null,fill,18782218
18782214,null,fill,18782217
18782214,null,fill,18782216
18782214,null,esposa,18782215
18782214,jefe,jefe,18782214
18782221,null,germa,18782222
18782221,jefe,jefe,18782221
18782223,null,altres,18782226
18782223,null,altres,18782225
18782223,null,altres,18782224
18782223,jefe,jefe,18782223
18782227,null,fill,18782231
18782227,null,fill,18782230
18782227,null,fill,18782229
18782227,null,esposa,18782228
18782227,jefe,jefe,18782227
18782232,null,altres,18782235
18782232,null,cunyat,18782234
18782232,null,germa,18782233
18782232,jefe,jefe,18782232
18782236,jefe,jefe,18782236
18782237,null,fill,18782243
18782237,null,fill,18782242
18782237,null,fill,18782241
18782237,null,fill,18782240
18782237,null,fill,18782239
18782237,null,esposa,18782238
18782237,jefe,jefe,18782237
18782244,null,mare,18782252
18782244,null,fill,18782251
18782244,null,fill,18782250
18782244,null,fill,18782249
18782244,null,fill,18782247
18782244,null,fill,18782246
18782244,null,esposa,18782245
18782244,jefe,jefe,18782244
18782253,null,fill,18782255
18782253,null,esposa,18782254
18782253,jefe,jefe,18782253
18782256,null,net,18782263
18782256,null,net,18782262
18782256,null,net,18782260
18782256,null,jove,18782259
18782256,null,fill,18782258
18782256,null,esposa,18782257
18782256,jefe,jefe,18782256
18782264,jefe,jefe,18782264
18782265,null,fill,18782271
18782265,null,fill,18782270
18782265,null,fill,18782269
18782265,null,esposa,18782266
18782265,jefe,jefe,18782265
18782272,null,mare,18782280
18782272,null,fill,18782278
18782272,null,fill,18782277
18782272,null,fill,18782276
18782272,null,fill,18782274
18782272,null,esposa,18782273
18782272,jefe,jefe,18782272
18782281,null,esposa,18782282
18782281,jefe,jefe,18782281
18782284,null,net,18782291
18782284,null,net,18782290
18782284,null,net,18782289
18782284,null,net,18782288
18782284,null,jove,18782287
18782284,null,fill,18782286
18782284,jefe,jefe,18782284
18782292,null,altres,18782295
18782292,null,altres,18782294
18782292,null,altres,18782293
18782292,jefe,jefe,18782292
18782296,null,fill,18782302
18782296,null,fill,18782301
18782296,null,afillat,18782300
18782296,null,afillat,18782299
18782296,null,fill,18782298
18782296,null,esposa,18782297
18782296,jefe,jefe,18782296
18782303,null,fill,18782304
18782303,jefe,jefe,18782303
18782305,null,cunyada,18782312
18782305,null,fill,18782311
18782305,null,fill,18782310
18782305,null,fill,18782309
18782305,null,fill,18782308
18782305,null,fill,18782307
18782305,null,esposa,18782306
18782305,jefe,jefe,18782305
18782313,null,fill,18782318
18782313,null,fill,18782317
18782313,null,fill,18782316
18782313,null,fill,18782315
18782313,null,esposa,18782314
18782313,jefe,jefe,18782313
18782319,jefe,jefe,18782319
18782324,null,fill,18782329
18782324,null,fill,18782328
18782324,null,fill,18782327
18782324,null,fill,18782326
18782324,null,esposa,18782325
18782324,jefe,jefe,18782324
18782330,jefe,jefe,18782330
18782331,null,fill,18782334
18782331,null,fill,18782333
18782331,null,esposa,18782332
18782331,jefe,jefe,18782331
18782335,null,sogre,18782340
18782335,null,fill,18782339
18782335,null,fill,18782338
18782335,null,fill,18782337
18782335,null,esposa,18782336
18782335,jefe,jefe,18782335
18782341,null,fill,18782344
18782341,null,fill,18782343
18782341,null,esposa,18782342
18782341,jefe,jefe,18782341
18782345,null,fill,18782347
18782345,null,esposa,18782346
18782345,jefe,jefe,18782345
18782349,null,fill,18782353
18782349,null,fill,18782352
18782349,null,esposa,18782351
18782349,null,fill,18782350
18782349,jefe,jefe,18782349
18782354,null,altres,18782357
18782354,null,fill,18782356
18782354,null,esposa,18782355
18782354,jefe,jefe,18782354
18782358,null,altres,18782362
18782358,null,altres,18782361
18782358,null,altres,18782360
18782358,null,altres,18782359
18782358,jefe,jefe,18782358
18782363,null,fill,18782369
18782363,null,fill,18782368
18782363,null,fill,18782367
18782363,null,fill,18782366
18782363,null,fill,18782365
18782363,null,esposa,18782364
18782363,jefe,jefe,18782363
18782370,null,net,18782374
18782370,null,jove,18782373
18782370,null,fill,18782372
18782370,null,esposa,18782371
18782370,jefe,jefe,18782370
18782375,null,esposa,18782376
18782375,jefe,jefe,18782375
18782377,null,fill,18782379
18782377,null,fill,18782378
18782377,jefe,jefe,18782377
18782380,null,fill,18782382
18782380,null,esposa,18782381
18782380,jefe,jefe,18782380
18782383,null,esposa,18782384
18782383,jefe,jefe,18782383
18782385,null,fill,18782388
18782385,null,fill,18782387
18782385,null,fill,18782386
18782385,jefe,jefe,18782385
18782389,null,fill,18782391
18782389,null,fill,18782390
18782389,jefe,jefe,18782389
18782392,null,fill,18782395
18782392,null,fill,18782394
18782392,null,esposa,18782393
18782392,jefe,jefe,18782392
18782396,null,fill,18782398
18782396,null,fill,18782397
18782396,jefe,jefe,18782396
18782399,null,altres,18782400
18782399,jefe,jefe,18782399
18782401,null,fill,18782404
18782401,null,fill,18782403
18782401,null,esposa,18782402
18782401,jefe,jefe,18782401
18782405,null,fill,18782406
18782405,jefe,jefe,18782405
18782407,null,fill,18782409
18782407,null,esposa,18782408
18782407,jefe,jefe,18782407
18782410,null,fill,18782414
18782410,null,fill,18782413
18782410,null,fill,18782412
18782410,null,esposa,18782411
18782410,jefe,jefe,18782410
18782415,null,fill,18782419
18782415,null,fill,18782418
18782415,null,fill,18782417
18782415,null,esposa,18782416
18782415,jefe,jefe,18782415
18782420,null,esposa,18782421
18782420,jefe,jefe,18782420
18782422,null,altres,18782424
18782422,null,altres,18782423
18782422,jefe,jefe,18782422
18782425,null,fill,18782429
18782425,null,fill,18782428
18782425,null,fill,18782427
18782425,null,fill,18782426
18782425,jefe,jefe,18782425
18782430,null,altres,18782432
18782430,null,esposa,18782431
18782430,jefe,jefe,18782430
18782435,null,fill,18782440
18782435,null,fill,18782439
18782435,null,fill,18782438
18782435,null,fill,18782437
18782435,null,esposa,18782436
18782435,jefe,jefe,18782435
18782441,null,fill,18782444
18782441,null,fill,18782443
18782441,null,esposa,18782442
18782441,jefe,jefe,18782441
18782445,null,parents,18782451
18782445,null,parents,18782450
18782445,null,parents,18782449
18782445,null,parents,18782448
18782445,null,fill,18782447
18782445,null,esposa,18782446
18782445,jefe,jefe,18782445
18782452,null,altres,18782460
18782452,null,altres,18782459
18782452,null,altres,18782458
18782452,null,altres,18782457
18782452,null,altres,18782456
18782452,null,altres,18782455
18782452,null,altres,18782454
18782452,null,altres,18782453
18782452,jefe,jefe,18782452
18782464,null,fill,18782468
18782464,null,fill,18782467
18782464,null,fill,18782466
18782464,null,esposa,18782465
18782464,jefe,jefe,18782464
18782469,null,altres,18782473
18782469,null,altres,18782472
18782469,null,fill,18782471
18782469,null,esposa,18782470
18782469,jefe,jefe,18782469
18782474,null,altres,18782476
18782474,null,fill,18782475
18782474,jefe,jefe,18782474
18782477,null,fill,18782480
18782477,null,fill,18782479
18782477,null,esposa,18782478
18782477,jefe,jefe,18782477
18782481,null,fill,18782485
18782481,null,fill,18782484
18782481,null,fill,18782483
18782481,null,esposa,18782482
18782481,jefe,jefe,18782481
18782486,null,fill,18782488
18782486,null,esposa,18782487
18782486,jefe,jefe,18782486
18782489,null,germa,18782490
18782489,null,germa,18782491
18782489,jefe,jefe,18782489
18782492,null,fill,18782495
18782492,null,fill,18782494
18782492,null,esposa,18782493
18782492,jefe,jefe,18782492
18782496,null,fill,18782500
18782496,null,fill,18782499
18782496,null,fill,18782498
18782496,null,esposa,18782497
18782496,jefe,jefe,18782496
18782501,null,parents,18782505
18782501,null,parents,18782504
18782501,null,parents,18782503
18782501,null,parents,18782502
18782501,jefe,jefe,18782501
18782506,null,fill,18782508
18782506,null,esposa,18782507
18782506,jefe,jefe,18782506
18782509,null,altres,18782515
18782509,null,altres,18782514
18782509,null,fill,18782513
18782509,null,fill,18782512
18782509,null,fill,18782511
18782509,null,esposa,18782510
18782509,jefe,jefe,18782509
18782516,null,esposa,18782517
18782516,jefe,jefe,18782516
18782518,null,fill,18782519
18782518,jefe,jefe,18782518
18782520,null,altres,18782522
18782520,null,altres,18782521
18782520,jefe,jefe,18782520
18782523,null,fill,18782525
18782523,null,esposa,18782524
18782523,jefe,jefe,18782523
18782526,null,fill,18782528
18782526,null,esposa,18782527
18782526,jefe,jefe,18782526
18782529,null,esposa,18782530
18782529,jefe,jefe,18782529
18782531,null,fill,18782534
18782531,null,fill,18782533
18782531,null,esposa,18782532
18782531,jefe,jefe,18782531
18782537,null,fill,18782542
18782537,null,fill,18782541
18782537,null,fill,18782540
18782537,null,fill,18782539
18782537,null,jove,18782538
18782537,jefe,jefe,18782537
18782535,null,esposa,18782536
18782535,jefe,jefe,18782535
18782543,null,fill,18782546
18782543,null,fill,18782545
18782543,null,esposa,18782544
18782543,jefe,jefe,18782543
18782547,null,fill,18782549
18782547,null,esposa,18782548
18782547,jefe,jefe,18782547
18782550,null,esposa,18782551
18782550,jefe,jefe,18782550
18782552,null,fill,18782564
18782552,null,esposa,18782563
18782552,null,jefe,18782562
18782552,null,fill,18782561
18782552,null,fill,18782560
18782552,null,esposa,18782559
18782552,null,jefe,18782558
18782552,null,altres,18782557
18782552,null,altres,18782556
18782552,null,altres,18782555
18782552,null,fill,18782554
18782552,null,esposa,18782553
18782552,jefe,jefe,18782552
18782566,null,fill,18782569
18782566,null,fill,18782568
18782566,null,esposa,18782567
18782566,jefe,jefe,18782566
18782570,null,altres,18782573
18782570,null,altres,18782572
18782570,null,altres,18782571
18782570,jefe,jefe,18782570
18782575,null,fill,18782578
18782575,null,fill,18782577
18782575,null,esposa,18782576
18782575,jefe,jefe,18782575
18782579,null,altres,18782580
18782579,jefe,jefe,18782579
18782581,null,fill,18782584
18782581,null,fill,18782583
18782581,null,esposa,18782582
18782581,jefe,jefe,18782581
18782585,null,fill,18782592
18782585,null,fill,18782591
18782585,null,fill,18782590
18782585,null,fill,18782589
18782585,null,fill,18782588
18782585,null,esposa,18782586
18782585,jefe,jefe,18782585
18782593,null,jove,18782596
18782593,null,fill,18782595
18782593,null,esposa,18782594
18782593,jefe,jefe,18782593
18782597,null,esposa,18782598
18782597,jefe,jefe,18782597
18782599,null,altres,18782602
18782599,null,altres,18782601
18782599,null,esposa,18782600
18782599,jefe,jefe,18782599
18782603,null,esposa,18782604
18782603,jefe,jefe,18782603
18782605,null,esposa,18782606
18782605,jefe,jefe,18782605
18782607,jefe,jefe,18782607
18782608,jefe,jefe,18782608
18782609,null,fill,18782618
18782609,null,fill,18782617
18782609,null,fill,18782616
18782609,null,fill,18782615
18782609,null,fill,18782614
18782609,null,fill,18782613
18782609,null,fill,18782612
18782609,null,fill,18782611
18782609,null,esposa,18782610
18782609,jefe,jefe,18782609
18782619,null,esposa,18782620
18782619,jefe,jefe,18782619
18782621,null,fill,18782627
18782621,null,fill,18782626
18782621,null,fill,18782625
18782621,null,fill,18782624
18782621,null,fill,18782623
18782621,null,esposa,18782622
18782621,jefe,jefe,18782621
18782628,null,fill,18782634
18782628,null,fill,18782633
18782628,null,fill,18782632
18782628,null,fill,18782631
18782628,null,fill,18782630
18782628,null,esposa,18782629
18782628,jefe,jefe,18782628
18782635,null,fill,18782638
18782635,null,fill,18782637
18782635,null,fill,18782639
18782635,null,fill,18782636
18782635,jefe,jefe,18782635
18782640,null,fill,18782642
18782640,null,esposa,18782641
18782640,jefe,jefe,18782640
18782643,null,fill,18782646
18782643,null,fill,18782645
18782643,null,esposa,18782644
18782643,jefe,jefe,18782643
18782647,null,esposa,18782648
18782647,jefe,jefe,18782647
18782649,jefe,jefe,18782649
18782650,jefe,jefe,18782650
18782651,null,fill,18782659
18782651,null,fill,18782658
18782651,null,fill,18782657
18782651,null,fill,18782656
18782651,null,fill,18782655
18782651,null,fill,18782654
18782651,null,fill,18782653
18782651,null,esposa,18782652
18782651,jefe,jefe,18782651
18782660,jefe,jefe,18782660
18782663,jefe,jefe,18782663
18782661,jefe,jefe,18782661
18782661,null,fill,18782662
18782664,null,fill,18782668
18782664,null,fill,18782667
18782664,null,fill,18782666
18782664,null,esposa,18782665
18782664,jefe,jefe,18782664
18782669,null,germa,18782673
18782669,null,germa,18782672
18782669,null,germa,18782671
18782669,null,germa,18782670
18782669,jefe,jefe,18782669
18782674,jefe,jefe,18782674
18782674,null,esposa,18782675
18782676,jefe,jefe,18782676
18782676,null,fill,18782677
18782678,null,net,18782685
18782678,null,fill,18782684
18782678,null,fill,18782683
18782678,null,fill,18782682
18782678,null,fill,18782681
18782678,null,fill,18782680
18782678,null,esposa,18782679
18782678,jefe,jefe,18782678
18782686,null,fill,18782690
18782686,null,fill,18782689
18782686,null,fill,18782688
18782686,null,esposa,18782687
18782686,jefe,jefe,18782686
18782691,null,fill,18782695
18782691,null,fill,18782694
18782691,null,fill,18782693
18782691,null,esposa,18782692
18782691,jefe,jefe,18782691
18782696,null,fill,18782700
18782696,null,fill,18782699
18782696,null,fill,18782698
18782696,null,esposa,18782697
18782696,jefe,jefe,18782696
18782701,null,fill,18782703
18782701,null,esposa,18782702
18782701,jefe,jefe,18782701
18782704,null,altres,18782705
18782704,jefe,jefe,18782704
18782706,null,altres,18782709
18782706,null,altres,18782708
18782706,null,altres,18782707
18782706,jefe,jefe,18782706
18782710,jefe,jefe,18782710
18782711,jefe,jefe,18782711
18782712,null,fill,18782718
18782712,null,fill,18782717
18782712,null,fill,18782716
18782712,null,fill,18782715
18782712,null,fill,18782714
18782712,null,esposa,18782713
18782712,jefe,jefe,18782712
18782719,jefe,jefe,18782719
18782720,jefe,jefe,18782720
18782721,jefe,jefe,18782721
18782722,jefe,jefe,18782722
18782723,null,fill,18782727
18782723,null,fill,18782726
18782723,null,fill,18782725
18782723,null,fill,18782724
18782723,jefe,jefe,18782723
18782728,jefe,jefe,18782728
18782729,jefe,jefe,18782729
18782730,null,fill,18782732
18782730,null,esposa,18782731
18782730,jefe,jefe,18782730
18782733,jefe,jefe,18782733
18782734,null,fill,18782739
18782734,null,fill,18782738
18782734,null,fill,18782737
18782734,null,fill,18782736
18782734,null,esposa,18782735
18782734,jefe,jefe,18782734
18782740,null,fill,18782744
18782740,null,fill,18782743
18782740,null,fill,18782742
18782740,null,esposa,18782741
18782740,jefe,jefe,18782740
18782754,null,parents,18782757
18782754,null,parents,18782756
18782754,null,parents,18782755
18782754,jefe,jefe,18782754
18782758,null,fill,18782764
18782758,null,fill,18782763
18782758,null,fill,18782762
18782758,null,fill,18782761
18782758,null,fill,18782760
18782758,null,esposa,18782759
18782758,jefe,jefe,18782758
18810001,null,fill,18810005
18810001,filla,filla,18810004
18810001,filla,filla,18810003
18810001,esposa,esposa,18810002
18810001,jefe,jefe,18810001
18810616,null,fill,18810618
18810616,null,esposa,18810617
18810616,jefe,jefe,18810616
18810619,null,germa,18810622
18810619,null,filla,18810621
18810619,esposa,esposa,18810620
18810619,jefe,jefe,18810619
18810623,null,filla,18810625
18810623,null,filla,18810624
18810623,jefe,jefe,18810623
18810626,null,servents,18810628
18810626,esposa,esposa,18810627
18810626,jefe,jefe,18810626
18812526,null,filla,18812531
18812526,null,filla,18812530
18812526,null,filla,18812529
18812526,null,filla,18812528
18812526,esposa,esposa,18812527
18812526,jefe,jefe,18812526
18810010,null,fill_2,18810019
18810010,null,fill_2,18810018
18810010,null,fill_2,18810017
18810010,null,esposa_2,18810016
18810010,null,jefe_2,18810015
18810010,null,filla,18810014
18810010,null,filla,18810013
18810010,filla,filla,18810012
18810010,esposa,esposa,18810011
18810010,jefe,jefe,18810010
18810020,esposa,esposa,18810021
18810020,jefe,jefe,18810020
18810022,null,filla,18810028
18810022,null,fill,18810027
18810022,null,fill,18810026
18810022,null,fill,18810025
18810022,null,filla,18810024
18810022,esposa,esposa,18810023
18810022,jefe,jefe,18810022
18810029,null,sogre,18810034
18810029,null,fill,18810033
18810029,null,afillat,18810032
18810029,null,afillat,18810031
18810029,esposa,esposa,18810030
18810029,jefe,jefe,18810029
18810035,null,filla,18810037
18810035,esposa,esposa,18810036
18810035,jefe,jefe,18810035
18810038,null,filla,18810042
18810038,null,fill,18810041
18810038,null,filla,18810040
18810038,esposa,esposa,18810039
18810038,jefe,jefe,18810038
18810043,esposa,esposa,18810044
18810043,jefe,jefe,18810043
18810045,null,altres,18810046
18810045,jefe,jefe,18810045
18810047,null,altres,18810052
18810047,null,altres,18810051
18810047,null,altres,18810050
18810047,null,filla,18810049
18810047,esposa,esposa,18810048
18810047,jefe,jefe,18810047
18810053,null,altres,18810056
18810053,null,altres,18810055
18810053,null,fill,18810054
18810053,jefe,jefe,18810053
18810069,null,fill,18810073
